algorithm,workers,dataset,n,wall_time_ns,speedup,efficiency,status
parallel_insertion_sort,16,"Str: Sorted (n=1,000,000)",1000000,15228870074,0.719,0.045,ok
parallel_insertion_sort,4,"Str: Sorted (n=100,000)",100000,832673023,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Sorted (n=100,000)",100000,869787244,0.957,0.12,ok
parallel_insertion_sort,16,"Str: Sorted (n=100,000)",100000,1006251472,0.827,0.052,ok
parallel_insertion_sort,4,"Str: Sorted (n=10,000)",10000,254446708,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Sorted (n=10,000)",10000,282597940,0.9,0.113,ok
parallel_insertion_sort,16,"Str: Sorted (n=10,000)",10000,608598958,0.418,0.026,ok
parallel_insertion_sort,4,"Str: Sorted (n=1,000)",1000,184629618,1.0,0.25,ok
parallel_insertion_sort,8,"Str: Sorted (n=1,000)",1000,355766442,0.519,0.065,ok
parallel_insertion_sort,16,"Str: Sorted (n=1,000)",1000,579591146,0.319,0.02,ok
parallel_insertion_sort,4,Str: Sorted (n=20),20,6873,1.0,0.25,ok
parallel_insertion_sort,8,Str: Sorted (n=20),20,6883,0.999,0.125,ok
parallel_insertion_sort,16,Str: Sorted (n=20),20,6933,0.991,0.062,ok
parallel_insertion_sort,4,"Tuple: Dup Scores (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Tuple: Dup Scores (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Tuple: Dup Scores (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Tuple: Dup Scores (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Tuple: Dup Scores (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,16,"Tuple: Dup Scores (n=100,000)",100000,48138607822,,,ok
parallel_insertion_sort,4,"Tuple: Dup Scores (n=10,000)",10000,7553551724,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Dup Scores (n=10,000)",10000,1960818247,3.852,0.481,ok
parallel_insertion_sort,16,"Tuple: Dup Scores (n=10,000)",10000,1036164702,7.29,0.456,ok
parallel_insertion_sort,4,"Tuple: Dup Scores (n=1,000)",1000,1510837444,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Dup Scores (n=1,000)",1000,416388980,3.628,0.454,ok
parallel_insertion_sort,16,"Tuple: Dup Scores (n=1,000)",1000,647855426,2.332,0.146,ok
parallel_insertion_sort,4,Tuple: Dup Scores (n=20),20,17333,1.0,0.25,ok
parallel_insertion_sort,8,Tuple: Dup Scores (n=20),20,18434,0.94,0.117,ok
parallel_insertion_sort,16,Tuple: Dup Scores (n=20),20,16280,1.065,0.067,ok
parallel_insertion_sort,4,"Tuple: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Tuple: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Tuple: Nearly Sorted (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Tuple: Nearly Sorted (n=100,000)",100000,24683698237,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Nearly Sorted (n=100,000)",100000,5883011723,4.196,0.524,ok
parallel_insertion_sort,16,"Tuple: Nearly Sorted (n=100,000)",100000,3039141493,8.122,0.508,ok
parallel_insertion_sort,4,"Tuple: Nearly Sorted (n=10,000)",10000,354053342,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Nearly Sorted (n=10,000)",10000,511979315,0.692,0.086,ok
parallel_insertion_sort,16,"Tuple: Nearly Sorted (n=10,000)",10000,728027390,0.486,0.03,ok
parallel_insertion_sort,4,"Tuple: Nearly Sorted (n=1,000)",1000,313769469,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Nearly Sorted (n=1,000)",1000,205967159,1.523,0.19,ok
parallel_insertion_sort,16,"Tuple: Nearly Sorted (n=1,000)",1000,703069764,0.446,0.028,ok
parallel_insertion_sort,4,Tuple: Nearly Sorted (n=20),20,11432,1.0,0.25,ok
parallel_insertion_sort,8,Tuple: Nearly Sorted (n=20),20,11182,1.022,0.128,ok
parallel_insertion_sort,16,Tuple: Nearly Sorted (n=20),20,10981,1.041,0.065,ok
parallel_insertion_sort,4,"Tuple: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Tuple: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Tuple: Random (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Tuple: Random (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Tuple: Random (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,16,"Tuple: Random (n=100,000)",100000,47690453188,,,ok
parallel_insertion_sort,4,"Tuple: Random (n=10,000)",10000,7402289773,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Random (n=10,000)",10000,2282473920,3.243,0.405,ok
parallel_insertion_sort,16,"Tuple: Random (n=10,000)",10000,1532115590,4.831,0.302,ok
parallel_insertion_sort,4,"Tuple: Random (n=1,000)",1000,1511376444,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Random (n=1,000)",1000,561817722,2.69,0.336,ok
parallel_insertion_sort,16,"Tuple: Random (n=1,000)",1000,630325471,2.398,0.15,ok
parallel_insertion_sort,4,Tuple: Random (n=20),20,17703,1.0,0.25,ok
parallel_insertion_sort,8,Tuple: Random (n=20),20,17503,1.011,0.126,ok
parallel_insertion_sort,16,Tuple: Random (n=20),20,17773,0.996,0.062,ok
parallel_insertion_sort,4,"Tuple: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,8,"Tuple: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,16,"Tuple: Reverse (n=1,000,000)",1000000,,,,TIMEOUT
parallel_insertion_sort,4,"Tuple: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,8,"Tuple: Reverse (n=100,000)",100000,,,,TIMEOUT
parallel_insertion_sort,16,"Tuple: Reverse (n=100,000)",100000,76485566473,,,ok
parallel_insertion_sort,4,"Tuple: Reverse (n=10,000)",10000,11560600951,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Reverse (n=10,000)",10000,3363085523,3.437,0.43,ok
parallel_insertion_sort,16,"Tuple: Reverse (n=10,000)",10000,1667092903,6.935,0.433,ok
parallel_insertion_sort,4,"Tuple: Reverse (n=1,000)",1000,417792287,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Reverse (n=1,000)",1000,870667089,0.48,0.06,ok
parallel_insertion_sort,16,"Tuple: Reverse (n=1,000)",1000,371748853,1.124,0.07,ok
parallel_insertion_sort,4,Tuple: Reverse (n=20),20,27131,1.0,0.25,ok
parallel_insertion_sort,8,Tuple: Reverse (n=20),20,28403,0.955,0.119,ok
parallel_insertion_sort,16,Tuple: Reverse (n=20),20,23925,1.134,0.071,ok
parallel_insertion_sort,4,"Tuple: Sorted (n=1,000,000)",1000000,25176195080,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Sorted (n=1,000,000)",1000000,29420556690,0.856,0.107,ok
parallel_insertion_sort,16,"Tuple: Sorted (n=1,000,000)",1000000,25435659159,0.99,0.062,ok
parallel_insertion_sort,4,"Tuple: Sorted (n=100,000)",100000,1877643025,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Sorted (n=100,000)",100000,862879503,2.176,0.272,ok
parallel_insertion_sort,16,"Tuple: Sorted (n=100,000)",100000,3806337764,0.493,0.031,ok
parallel_insertion_sort,4,"Tuple: Sorted (n=10,000)",10000,277919297,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Sorted (n=10,000)",10000,335831073,0.828,0.103,ok
parallel_insertion_sort,16,"Tuple: Sorted (n=10,000)",10000,778970880,0.357,0.022,ok
parallel_insertion_sort,4,"Tuple: Sorted (n=1,000)",1000,151450518,1.0,0.25,ok
parallel_insertion_sort,8,"Tuple: Sorted (n=1,000)",1000,339962051,0.445,0.056,ok
parallel_insertion_sort,16,"Tuple: Sorted (n=1,000)",1000,650130371,0.233,0.015,ok
parallel_insertion_sort,4,Tuple: Sorted (n=20),20,7153,1.0,0.25,ok
parallel_insertion_sort,8,Tuple: Sorted (n=20),20,7284,0.982,0.123,ok
parallel_insertion_sort,16,Tuple: Sorted (n=20),20,8175,0.875,0.055,ok
